#SampleID	Metaphlan2_Analysis
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__|s__	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67	2
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__AC-67|f__AC-67|g__AC-67|s__	2
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01	18
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__|g__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__|g__|s__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01	10
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__|s__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__JACDAL01|s__	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__CADDZG01|f__WHSQ01|g__WHSV01|s__	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738	34
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__|g__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__|g__|s__	8
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12	24
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__|s__	1
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51	15
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-51|s__	15
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69	4
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__AC-69|s__	4
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__DSRY01	4
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__HRBIN12|g__DSRY01|s__	4
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738	2
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738|g__	2
d__Bacteria|p__Actinobacteriota|c__UBA4738|o__UBA4738|f__UBA4738|g__|s__	2
d__Bacteria|p__Armatimonadota	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__	1
d__Bacteria|p__Armatimonadota|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__|s__	1
d__Bacteria|p__Bacteroidota	22
d__Bacteria|p__Bacteroidota|c__Bacteroidia	20
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales	4
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428|g__UBA5072	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA10428|g__UBA5072|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__VadinHA17|g__LD21|s__	3
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales	12
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae	12
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphocola	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Edaphocola|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ferruginibacter|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ginsengibacter	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Ginsengibacter|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Puia	7
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Puia|s__	7
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAS01	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAS01|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAT01	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__VBAT01|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Chryseolinea	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cyclobacteriaceae|g__Chryseolinea|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Cytophagaceae|g__Cytophaga|s__	1
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter	2
d__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__	2
d__Bacteria|p__Bacteroidota|c__Ignavibacteria	2
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Fen-1301	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Fen-1301|s__	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5|g__	1
d__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__SJA-28|f__OLB5|g__|s__	1
d__Bacteria|p__Chlamydiota	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAJCIW01	1
d__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Rhabdochlamydiaceae|g__CAJCIW01|s__	1
d__Bacteria|p__Chloroflexota	35
d__Bacteria|p__Chloroflexota|c__Anaerolineae	7
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales	5
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12	3
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__Fen-1038	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__Fen-1038|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__JACPVF01	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__JACPVF01|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__OLB14	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__EnvOPS12|g__OLB14|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43|g__JAFGKK01	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__RBG-16-64-43|g__JAFGKK01|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823|g__CAIQIV01	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Anaerolineales|f__UBA4823|g__CAIQIV01|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales|f__Fen-1058	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales|f__Fen-1058|g__Fen-1058	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__Thermoflexales|f__Fen-1058|g__Fen-1058|s__	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3|g__UCB3	1
d__Bacteria|p__Chloroflexota|c__Anaerolineae|o__UCB3|f__UCB3|g__UCB3|s__	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01|g__JADMIH01	1
d__Bacteria|p__Chloroflexota|c__Chloroflexia|o__54-19|f__JADMIH01|g__JADMIH01|s__	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia	2
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10|g__SKVJ01	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__GIF9|f__AB-539-J10|g__SKVJ01|s__	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495|g__	1
d__Bacteria|p__Chloroflexota|c__Dehalococcoidia|o__UBA3495|f__UBA3495|g__|s__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria	7
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales	7
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JACDGC01	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JACDGC01|g__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__JACDGC01|g__|s__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae	6
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__|s__	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__CF-113	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__CF-113|s__	2
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__JACDAE01	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__JACDAE01|s__	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__UBA11361	1
d__Bacteria|p__Chloroflexota|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonobacteraceae|g__UBA11361|s__UBA11361 sp005881295	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria	15
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales	9
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4	9
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__|s__	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Fen-1039	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Fen-1039|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__JAFMJV01	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__JAFMJV01|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Palsa-1033	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__Palsa-1033|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__SPCO01	3
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__SPCO01|s__	3
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__UBA5189	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__Limnocylindrales|f__CSP1-4|g__UBA5189|s__	1
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E|g__3-1-20CM-2-70-9	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__P2-11E|f__P2-11E|g__3-1-20CM-2-70-9|s__	2
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01	4
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01	4
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__	4
d__Bacteria|p__Chloroflexota|c__Limnocylindria|o__QHBO01|f__QHBO01|g__|s__	4
d__Bacteria|p__Chloroflexota|c__UBA2235	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225|g__	1
d__Bacteria|p__Chloroflexota|c__UBA2235|o__UBA12225|f__UBA12225|g__|s__	1
d__Bacteria|p__Chloroflexota|c__UBA6077	2
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077	2
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72	2
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__|s__	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__CF-72	1
d__Bacteria|p__Chloroflexota|c__UBA6077|o__UBA6077|f__CF-72|g__CF-72|s__	1
d__Bacteria|p__Cyanobacteria	2
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia	2
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales	2
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae	2
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__	2
d__Bacteria|p__Cyanobacteria|c__Vampirovibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__|s__	2
d__Bacteria|p__Desulfobacterota	5
d__Bacteria|p__Desulfobacterota_B	9
d__Bacteria|p__Desulfobacterota_B|c__Binatia	9
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__|s__	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__Binatales|f__Binataceae|g__Binatus|s__	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__UBA1149	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__UBA1149|g__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA1149|f__UBA1149|g__|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968	4
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-1	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-1|s__	2
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-20	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__DP-20|s__	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__WHTF01	1
d__Bacteria|p__Desulfobacterota_B|c__Binatia|o__UBA9968|f__UBA9968|g__WHTF01|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria	3
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales	3
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA2174_A|g__SpSt-501|s__	2
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852	1
d__Bacteria|p__Desulfobacterota|c__Desulfobacteria|o__Desulfobacterales|f__UBA5852|g__UBA5852|s__	1
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia	1
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales	1
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae	1
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae|g__	1
d__Bacteria|p__Desulfobacterota|c__Desulfomonilia|o__Desulfomonilales|f__Desulfomonilaceae|g__|s__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__|f__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__|f__|g__	1
d__Bacteria|p__Desulfobacterota|c__JACPFL01|o__|f__|g__|s__	1
d__Bacteria|p__Dormibacterota	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria	11
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__CF-121|f__CF-121|g__CF-13|s__	3
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__|s__	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__40CM-4-65-16|s__	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__Dormibacterales|f__Dormibacteraceae|g__CF-161|s__	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260	4
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__CF-96	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__CF-96|s__	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851	2
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851|s__	1
d__Bacteria|p__Dormibacterota|c__Dormibacteria|o__UBA8260|f__UBA8260|g__Palsa-851|s__Palsa-851 sp003162415	1
d__Bacteria|p__Eisenbacteria	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__|g__	1
d__Bacteria|p__Eisenbacteria|c__RBG-16-71-46|o__JABDJR01|f__|g__|s__	1
d__Bacteria|p__Eremiobacterota	11
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria	11
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales	11
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae	11
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__	5
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__|s__	5
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Cybelea	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Cybelea|s__Cybelea tyrphae	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Elarobacter	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Elarobacter|s__	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Lustribacter	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Lustribacter|s__	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tumulicola	2
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Tumulicola|s__	2
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Velthaea	1
d__Bacteria|p__Eremiobacterota|c__Eremiobacteria|o__Baltobacterales|f__Baltobacteraceae|g__Velthaea|s__	1
d__Bacteria|p__Firmicutes	1
d__Bacteria|p__Firmicutes|c__Bacilli	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Paenibacillus|s__	1
d__Bacteria|p__Gemmatimonadota	16
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes	16
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales	14
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae	6
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__	2
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__|s__	2
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__AG2	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__AG2|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231	2
