#SampleID	Metaphlan2_Analysis
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Fen-1231|s__	2
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__UBA4720	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__Gemmatimonadaceae|g__UBA4720|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9	8
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__20CM-2-65-7	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__20CM-2-65-7|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JABFSM01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JABFSM01|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JACDDX01	3
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JACDDX01|s__	3
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JAGGAG01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__JAGGAG01|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__SPDF01|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__WVYX01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Gemmatimonadales|f__GWC2-71-9|g__WVYX01|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__|g__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__JACCXV01|f__|g__|s__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9|g__	1
d__Bacteria|p__Gemmatimonadota|c__Gemmatimonadetes|o__Longimicrobiales|f__RSA9|g__|s__	1
d__Bacteria|p__Krumholzibacteriota	1
d__Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria	1
d__Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01	1
d__Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01|f__	1
d__Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01|f__|g__	1
d__Bacteria|p__Krumholzibacteriota|c__Krumholzibacteria|o__WVZY01|f__|g__|s__	1
d__Bacteria|p__Methylomirabilota	16
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia	16
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales|f__2-02-FULL-66-22	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales|f__2-02-FULL-66-22|g__2-02-FULL-66-22	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Methylomirabilales|f__2-02-FULL-66-22|g__2-02-FULL-66-22|s__	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales	15
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6	15
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__	4
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__|s__	4
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR12	5
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR12|s__	5
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR37	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR37|s__	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR5	2
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR5|s__	2
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR9	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__AR9|s__	1
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__JACQFL01	2
d__Bacteria|p__Methylomirabilota|c__Methylomirabilia|o__Rokubacteriales|f__CSP1-6|g__JACQFL01|s__	2
d__Bacteria|p__Myxococcota	29
d__Bacteria|p__Myxococcota_A	2
d__Bacteria|p__Myxococcota_A|c__UBA9160	2
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336|g__VGRW01	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__SZUA-336|f__SZUA-336|g__VGRW01|s__	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA4427	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA4427|g__	1
d__Bacteria|p__Myxococcota_A|c__UBA9160|o__UBA9160|f__UBA4427|g__|s__	1
d__Bacteria|p__Myxococcota|c__Myxococcia	11
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales	11
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19	3
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19|g__40CM-4-68-19	3
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__40CM-4-68-19|g__40CM-4-68-19|s__	3
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae|g__R267	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Anaeromyxobacteraceae|g__R267|s__	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae	7
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__	2
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__|s__	2
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__JADGRA01	4
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__JADGRA01|s__	4
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__RPRB01	1
d__Bacteria|p__Myxococcota|c__Myxococcia|o__Myxococcales|f__Myxococcaceae|g__RPRB01|s__	1
d__Bacteria|p__Myxococcota|c__Polyangia	18
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__JABFXX01	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Haliangiales|f__Haliangiaceae|g__JABFXX01|s__	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A	9
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088	9
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__	5
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__|s__	5
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1118	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__Fen-1118|s__	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__JADGRB01	3
d__Bacteria|p__Myxococcota|c__Polyangia|o__Palsa-1104_A|f__Fen-1088|g__JADGRB01|s__	3
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales	8
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__JAFGIB01	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__JAFGIB01|g__	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__JAFGIB01|g__|s__	1
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae	7
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__	3
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__|s__	3
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150	2
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__Palsa-1150|s__	2
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095	2
d__Bacteria|p__Myxococcota|c__Polyangia|o__Polyangiales|f__Polyangiaceae|g__PMG-095|s__	2
d__Bacteria|p__Nitrospirota	1
d__Bacteria|p__Nitrospirota|c__Nitrospiria	1
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales	1
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae	1
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Palsa-1315	1
d__Bacteria|p__Nitrospirota|c__Nitrospiria|o__Nitrospirales|f__Nitrospiraceae|g__Palsa-1315|s__	1
d__Bacteria|p__Patescibacteria	5
d__Bacteria|p__Patescibacteria|c__Paceibacteria	2
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A	2
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__SBAW01	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__SBAW01|g__GWA1-54-10	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__SBAW01|g__GWA1-54-10|s__	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100|g__UBA10103	1
d__Bacteria|p__Patescibacteria|c__Paceibacteria|o__UBA9983_A|f__UBA2100|g__UBA10103|s__	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia	3
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales	2
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665	2
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150	2
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA4665|g__UBA5150|s__	2
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01|g__	1
d__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__UBA4664|f__SCTI01|g__|s__	1
d__Bacteria|p__Planctomycetota	16
d__Bacteria|p__Planctomycetota|c__Phycisphaerae	3
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales	3
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae	3
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__|s__	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__Humisphaera	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__Humisphaera|s__	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__PALSA-1353	1
d__Bacteria|p__Planctomycetota|c__Phycisphaerae|o__Tepidisphaerales|f__Tepidisphaeraceae|g__PALSA-1353|s__	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia	13
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales	6
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae	6
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__	6
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__|s__	6
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Isosphaerales|f__Isosphaeraceae|g__|s__	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales	3
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__	2
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__|g__	2
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__|g__|s__	2
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__JABDGM01	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__JABDGM01|s__	1
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales	3
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae	3
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__	3
d__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Planctomycetales|f__Planctomycetaceae|g__|s__	3
d__Bacteria|p__Proteobacteria	248
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	163
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales	21
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae	21
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidisoma|s__Acidisoma sp009765865	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidocella	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Acidocella|s__	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__LMUY01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__LMUY01|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Palsa-883|s__	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodopila|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930	9
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae	9
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__|s__	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__AP-15|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__REEB95	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__REEB95|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__URHD0088	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__ATCC43930|f__Stellaceae|g__URHD0088|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932|g__BOG-932	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__BOG-932|f__BOG-932|g__BOG-932|s__	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	7
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-935|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-938	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__BOG-938|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__CAIOYC01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__CAIOYC01|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Palsa-881|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales|f__Geminicoccaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales|f__Geminicoccaceae|g__CADEGR01	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Geminicoccales|f__Geminicoccaceae|g__CADEGR01|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__GCA-2720935	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__GCA-2720935|g__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__GCA-2720935|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales	11
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae	11
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium	11
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__Rhizomicrobium|s__	11
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Reyranellales|f__Reyranellaceae|g__Reyranella|s__	6
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	101
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aestuariivirgaceae	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aestuariivirgaceae|g__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aestuariivirgaceae|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aestuariivirgaceae|g__Aestuariivirga	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Aestuariivirgaceae|g__Aestuariivirga|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Afifellaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Afifellaceae|g__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Afifellaceae|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae	14
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__JAFASC01	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__JAFASC01|s__	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylocella	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylocella|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylocystis	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylocystis|s__Methylocystis sp015709525	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylovirgula	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylovirgula|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Microvirga	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Microvirga|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Roseiarcus	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Roseiarcus|s__	4
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	5
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__AWTP1-13	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__AWTP1-13|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium_A	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium_A|s__	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae	2
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae|g__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae|g__|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae|g__Bauldia	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Kaistiaceae|g__Bauldia|s__	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae	18
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae|g__Methyloceanibacter	18
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methyloligellaceae|g__Methyloceanibacter|s__	18
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp900465675	1
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae	56
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__|s__	3
d__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__BOG-931	3
